,Zipcode,state,Total_4_Household Income,Total_4_Asian Amer.,Total_4_Black Amer.,Total_4_Hispanic Amer.,Total_4_White Amer.,Total_4_Other
581,08886,34,536271.0,1990.0,2259.0,1840.0,30489.0,426.0
582,08887,34,433690.0,273.0,60.0,226.0,5025.0,27.0
583,08889,34,652448.0,2323.0,60.0,2430.0,46130.0,0.0
584,08890,34,-3333333330.0,0.0,0.0,0.0,32.0,0.0
585,08901,34,203244.0,28185.0,41830.0,148254.0,189016.0,23076.0
586,08902,34,442850.0,51912.0,38540.0,40717.0,102868.0,9434.0
587,08904,34,374827.0,10064.0,6478.0,10474.0,48563.0,3061.0
588,08528,34,,255.0,0.0,0.0,435.0,0.0
589,08246,34,,191.0,0.0,0.0,397.0,0.0
590,08011,34,,0.0,0.0,0.0,107.0,0.0
591,07977,34,,54.0,214.0,1001.0,2572.0,298.0
592,08038,34,,0.0,0.0,0.0,399.0,0.0
593,08073,34,,0.0,0.0,0.0,1094.0,209.0
594,07846,34,,0.0,0.0,181.0,301.0,0.0
