,Name,Household Income,Asian Amer.,Black Amer.,Hispanic Amer.,White Amer.,Other,state,Zipcode
9749,ZCTA5 07505,25896.0,51.0,855.0,1571.0,995.0,568.0,34,07505
9750,ZCTA5 07506,82532.0,322.0,228.0,3219.0,17798.0,320.0,34,07506
9751,ZCTA5 07508,71630.0,1067.0,2018.0,7457.0,17281.0,1626.0,34,07508
9752,ZCTA5 07512,88490.0,713.0,360.0,1932.0,9123.0,497.0,34,07512
9753,ZCTA5 07513,39705.0,1.0,2196.0,9905.0,4576.0,4152.0,34,07513
9754,ZCTA5 07514,35566.0,11.0,9959.0,8950.0,5290.0,2973.0,34,07514
9755,ZCTA5 07522,28913.0,1481.0,7541.0,9883.0,6316.0,2805.0,34,07522
9756,ZCTA5 07524,31150.0,78.0,3435.0,9305.0,5355.0,2195.0,34,07524
9757,ZCTA5 07601,55289.0,4883.0,9786.0,15746.0,18557.0,9354.0,34,07601
9758,ZCTA5 07603,76649.0,808.0,465.0,3523.0,5498.0,1127.0,34,07603
9759,ZCTA5 07604,81460.0,1319.0,199.0,1235.0,10059.0,439.0,34,07604
9760,ZCTA5 07605,86107.0,3962.0,206.0,1473.0,4313.0,177.0,34,07605
9761,ZCTA5 07606,64602.0,69.0,238.0,1116.0,1748.0,468.0,34,07606
9762,ZCTA5 07607,81339.0,1209.0,502.0,1831.0,7343.0,395.0,34,07607
9763,ZCTA5 07608,33068.0,0.0,0.0,15.0,76.0,5.0,34,07608
9764,ZCTA5 07620,111146.0,441.0,115.0,91.0,971.0,15.0,34,07620
9765,ZCTA5 07621,79000.0,7290.0,1888.0,7991.0,12169.0,5120.0,34,07621
9766,ZCTA5 07624,124023.0,3127.0,362.0,411.0,5026.0,24.0,34,07624
9767,ZCTA5 07626,110156.0,2412.0,38.0,896.0,6146.0,0.0,34,07626
9768,ZCTA5 07627,163571.0,1405.0,11.0,356.0,3490.0,33.0,34,07627
9769,ZCTA5 07628,93074.0,2717.0,757.0,3154.0,12886.0,1065.0,34,07628
9770,ZCTA5 07630,103365.0,434.0,156.0,939.0,6410.0,121.0,34,07630
9771,ZCTA5 07631,75043.0,3483.0,8715.0,6041.0,11978.0,2599.0,34,07631
9772,ZCTA5 07632,140927.0,2249.0,86.0,227.0,3008.0,30.0,34,07632
9773,ZCTA5 07640,128088.0,838.0,40.0,332.0,3773.0,16.0,34,07640
9774,ZCTA5 07641,160526.0,547.0,34.0,64.0,2797.0,10.0,34,07641
9775,ZCTA5 07642,108224.0,721.0,117.0,1019.0,9120.0,353.0,34,07642
9776,ZCTA5 07643,67357.0,3355.0,402.0,2385.0,6177.0,607.0,34,07643
9777,ZCTA5 07644,50774.0,2258.0,2313.0,9227.0,17707.0,1736.0,34,07644
9778,ZCTA5 07645,110635.0,1074.0,43.0,902.0,6731.0,254.0,34,07645
9779,ZCTA5 07646,78077.0,2741.0,1233.0,2536.0,11127.0,1112.0,34,07646
9780,ZCTA5 07647,87422.0,1312.0,91.0,411.0,3766.0,104.0,34,07647
9781,ZCTA5 07648,92203.0,1572.0,88.0,471.0,4099.0,0.0,34,07648
9782,ZCTA5 07649,141550.0,1017.0,195.0,343.0,6512.0,184.0,34,07649
9783,ZCTA5 07650,64718.0,11256.0,358.0,3986.0,6311.0,1735.0,34,07650
9784,ZCTA5 07652,100272.0,6762.0,591.0,2689.0,18266.0,581.0,34,07652
9785,ZCTA5 07656,104047.0,427.0,249.0,1184.0,7594.0,312.0,34,07656
9786,ZCTA5 07657,68843.0,3748.0,99.0,2392.0,6646.0,482.0,34,07657
9787,ZCTA5 07660,63841.0,1583.0,693.0,4974.0,8517.0,1751.0,34,07660
9788,ZCTA5 07661,103607.0,2478.0,115.0,1163.0,8496.0,347.0,34,07661
9789,ZCTA5 07662,73512.0,714.0,33.0,1113.0,4537.0,251.0,34,07662
9790,ZCTA5 07663,80543.0,1165.0,263.0,1648.0,12124.0,197.0,34,07663
9791,ZCTA5 07666,96760.0,3617.0,11645.0,8160.0,19454.0,4546.0,34,07666
9792,ZCTA5 07670,147196.0,3800.0,106.0,1432.0,10198.0,288.0,34,07670
9793,ZCTA5 07675,107295.0,2679.0,1092.0,2450.0,21738.0,1098.0,34,07675
9794,ZCTA5 07676,115286.0,395.0,49.0,579.0,8674.0,88.0,34,07676
9795,ZCTA5 07677,139857.0,433.0,37.0,212.0,5105.0,135.0,34,07677
9796,ZCTA5 07701,72932.0,494.0,2091.0,4474.0,18168.0,2321.0,34,07701
9797,ZCTA5 07702,116087.0,42.0,29.0,190.0,3816.0,8.0,34,07702
9798,ZCTA5 07703,-666666666.0,0.0,33.0,42.0,72.0,9.0,34,07703
9799,ZCTA5 07704,157344.0,58.0,147.0,193.0,5818.0,0.0,34,07704
9800,ZCTA5 07711,118250.0,16.0,0.0,41.0,1401.0,8.0,34,07711
9801,ZCTA5 07712,54758.0,1906.0,9751.0,8094.0,23757.0,2182.0,34,07712
9802,ZCTA5 07716,85938.0,71.0,323.0,566.0,8042.0,24.0,34,07716
9803,ZCTA5 07717,71513.0,1.0,1.0,50.0,1761.0,40.0,34,07717
9804,ZCTA5 07718,100000.0,396.0,16.0,660.0,6384.0,119.0,34,07718
9805,ZCTA5 07719,81121.0,326.0,341.0,1521.0,20035.0,229.0,34,07719
9806,ZCTA5 07720,61682.0,85.0,108.0,477.0,3852.0,78.0,34,07720
9807,ZCTA5 07721,68750.0,383.0,902.0,320.0,1508.0,125.0,34,07721
9808,ZCTA5 07722,157188.0,281.0,100.0,441.0,9579.0,42.0,34,07722
9809,ZCTA5 07723,81607.0,6.0,14.0,44.0,865.0,3.0,34,07723
9810,ZCTA5 07724,74565.0,1374.0,2360.0,2827.0,16955.0,526.0,34,07724
9811,ZCTA5 07726,104567.0,3629.0,1021.0,2534.0,38412.0,236.0,34,07726
9812,ZCTA5 07727,71987.0,303.0,834.0,556.0,6332.0,11.0,34,07727
9813,ZCTA5 07728,83675.0,3479.0,3910.0,8791.0,46333.0,1456.0,34,07728
9814,ZCTA5 07730,87738.0,1043.0,434.0,1277.0,15512.0,114.0,34,07730
9815,ZCTA5 07731,99517.0,1867.0,1321.0,3575.0,33909.0,237.0,34,07731
9816,ZCTA5 07732,62806.0,45.0,94.0,352.0,4559.0,181.0,34,07732
9817,ZCTA5 07733,134417.0,3316.0,260.0,990.0,12400.0,286.0,34,07733
9818,ZCTA5 07734,52426.0,337.0,757.0,1738.0,11104.0,390.0,34,07734
9819,ZCTA5 07735,64719.0,663.0,1360.0,2692.0,15728.0,1380.0,34,07735
9820,ZCTA5 07737,68512.0,13.0,0.0,280.0,3919.0,32.0,34,07737
9821,ZCTA5 07738,130682.0,543.0,124.0,234.0,5598.0,19.0,34,07738
9822,ZCTA5 07739,136818.0,78.0,25.0,141.0,5748.0,0.0,34,07739
9823,ZCTA5 07740,49094.0,726.0,4337.0,9394.0,21635.0,3081.0,34,07740
9824,ZCTA5 07746,138047.0,2746.0,514.0,915.0,15700.0,241.0,34,07746
9825,ZCTA5 07747,92729.0,3102.0,1812.0,3143.0,24461.0,870.0,34,07747
9826,ZCTA5 07748,113571.0,829.0,183.0,1732.0,25961.0,131.0,34,07748
9827,ZCTA5 07750,103287.0,21.0,0.0,168.0,3056.0,63.0,34,07750
9828,ZCTA5 07751,140357.0,3709.0,267.0,449.0,14946.0,22.0,34,07751
9829,ZCTA5 07753,57610.0,1002.0,11316.0,3359.0,22140.0,1547.0,34,07753
9830,ZCTA5 07755,91944.0,154.0,51.0,230.0,5568.0,60.0,34,07755
9831,ZCTA5 07756,53152.0,69.0,68.0,241.0,2868.0,0.0,34,07756
9832,ZCTA5 07757,90337.0,106.0,88.0,222.0,5364.0,92.0,34,07757
9833,ZCTA5 07758,90307.0,84.0,54.0,504.0,4229.0,61.0,34,07758
9834,ZCTA5 07760,129342.0,78.0,96.0,362.0,8801.0,91.0,34,07760
9835,ZCTA5 07762,77444.0,204.0,53.0,344.0,7837.0,0.0,34,07762
9836,ZCTA5 07764,80585.0,174.0,216.0,489.0,7311.0,121.0,34,07764
9837,ZCTA5 07801,64867.0,1055.0,1352.0,14717.0,14714.0,7935.0,34,07801
9838,ZCTA5 07803,95000.0,258.0,52.0,714.0,3112.0,194.0,34,07803
9839,ZCTA5 07820,-666666666.0,0.0,0.0,8.0,33.0,8.0,34,07820
9840,ZCTA5 07821,107598.0,126.0,33.0,532.0,8931.0,128.0,34,07821
9841,ZCTA5 07822,78875.0,21.0,0.0,0.0,617.0,0.0,34,07822
9842,ZCTA5 07823,50816.0,121.0,116.0,215.0,7158.0,36.0,34,07823
10581,ZCTA5 07825,88415.0,64.0,111.0,451.0,8978.0,53.0,34,07825
10582,ZCTA5 07826,80278.0,86.0,39.0,290.0,6033.0,0.0,34,07826
10583,ZCTA5 07827,59063.0,29.0,64.0,203.0,3958.0,10.0,34,07827
10584,ZCTA5 07828,77721.0,1048.0,782.0,2465.0,11918.0,351.0,34,07828
10585,ZCTA5 07830,126755.0,220.0,42.0,216.0,6713.0,0.0,34,07830
10586,ZCTA5 07832,87727.0,57.0,14.0,318.0,3860.0,0.0,34,07832
10587,ZCTA5 07833,101696.0,0.0,2.0,17.0,93.0,0.0,34,07833
10588,ZCTA5 07834,105075.0,1358.0,423.0,1052.0,15794.0,63.0,34,07834
10589,ZCTA5 07836,100428.0,869.0,627.0,1482.0,10709.0,433.0,34,07836
10590,ZCTA5 07838,92898.0,108.0,57.0,160.0,3628.0,82.0,34,07838
10591,ZCTA5 07840,74022.0,1919.0,1274.0,3626.0,24388.0,1406.0,34,07840
10592,ZCTA5 07842,94167.0,0.0,0.0,0.0,33.0,0.0,34,07842
10593,ZCTA5 07843,76002.0,303.0,276.0,1198.0,11099.0,263.0,34,07843
10594,ZCTA5 07847,106739.0,54.0,0.0,250.0,1104.0,146.0,34,07847
10595,ZCTA5 07848,84727.0,83.0,150.0,303.0,4528.0,2.0,34,07848
10596,ZCTA5 07849,89554.0,725.0,67.0,529.0,8068.0,61.0,34,07849
10597,ZCTA5 07850,95650.0,179.0,106.0,824.0,5642.0,423.0,34,07850
10598,ZCTA5 07851,65417.0,0.0,54.0,0.0,47.0,0.0,34,07851
10599,ZCTA5 07852,84006.0,474.0,122.0,389.0,3453.0,0.0,34,07852
10600,ZCTA5 07853,146020.0,415.0,162.0,570.0,12284.0,51.0,34,07853
10601,ZCTA5 07856,83815.0,154.0,206.0,301.0,3651.0,49.0,34,07856
10602,ZCTA5 07857,53517.0,167.0,62.0,822.0,3049.0,17.0,34,07857
10603,ZCTA5 07860,77708.0,332.0,816.0,2272.0,23963.0,593.0,34,07860
10604,ZCTA5 07863,77000.0,0.0,87.0,370.0,4132.0,24.0,34,07863
10605,ZCTA5 07865,96797.0,24.0,120.0,89.0,1897.0,61.0,34,07865
10606,ZCTA5 07866,95756.0,1808.0,857.0,2746.0,18198.0,271.0,34,07866
10607,ZCTA5 07869,120085.0,2767.0,858.0,2549.0,21259.0,353.0,34,07869
10608,ZCTA5 07870,-666666666.0,0.0,0.0,0.0,8.0,0.0,34,07870
10609,ZCTA5 07871,130369.0,549.0,482.0,1025.0,19278.0,106.0,34,07871
10610,ZCTA5 07874,89065.0,291.0,142.0,545.0,7754.0,89.0,34,07874
10611,ZCTA5 07876,117608.0,567.0,381.0,737.0,9183.0,86.0,34,07876
10612,ZCTA5 07878,103333.0,24.0,56.0,13.0,812.0,0.0,34,07878
10613,ZCTA5 07880,-666666666.0,0.0,0.0,0.0,87.0,0.0,34,07880
10614,ZCTA5 07881,16667.0,0.0,0.0,0.0,4.0,0.0,34,07881
10615,ZCTA5 07882,78250.0,368.0,838.0,1008.0,12702.0,284.0,34,07882
10616,ZCTA5 07885,73103.0,515.0,254.0,3560.0,7223.0,2394.0,34,07885
10617,ZCTA5 07901,126050.0,2344.0,855.0,2901.0,18401.0,1098.0,34,07901
10618,ZCTA5 07920,128245.0,4239.0,472.0,1123.0,21496.0,142.0,34,07920
10619,ZCTA5 07921,95985.0,636.0,127.0,525.0,6943.0,109.0,34,07921
10620,ZCTA5 07922,135313.0,1266.0,172.0,761.0,10784.0,36.0,34,07922
10621,ZCTA5 07924,113194.0,365.0,24.0,1087.0,6598.0,708.0,34,07924
10622,ZCTA5 07926,-666666666.0,0.0,0.0,0.0,64.0,0.0,34,07926
10623,ZCTA5 07927,98984.0,618.0,115.0,85.0,2690.0,0.0,34,07927
10624,ZCTA5 07928,145458.0,1229.0,266.0,1174.0,17462.0,57.0,34,07928
10625,ZCTA5 07930,137986.0,318.0,30.0,523.0,7591.0,130.0,34,07930
10626,ZCTA5 07931,194303.0,71.0,129.0,228.0,3082.0,50.0,34,07931
10627,ZCTA5 07932,103117.0,1015.0,459.0,775.0,8301.0,0.0,34,07932
10628,ZCTA5 07933,106875.0,172.0,126.0,109.0,3069.0,24.0,34,07933
10629,ZCTA5 07934,190795.0,0.0,0.0,111.0,1593.0,25.0,34,07934
10630,ZCTA5 07935,121563.0,0.0,0.0,0.0,353.0,0.0,34,07935
10631,ZCTA5 07936,102165.0,1561.0,67.0,1104.0,9500.0,22.0,34,07936
10632,ZCTA5 07939,-666666666.0,8.0,81.0,20.0,122.0,0.0,34,07939
10633,ZCTA5 07940,109539.0,829.0,917.0,1394.0,14919.0,171.0,34,07940
10634,ZCTA5 07945,144226.0,315.0,92.0,283.0,8658.0,95.0,34,07945
10635,ZCTA5 07946,137614.0,204.0,1.0,80.0,2711.0,0.0,34,07946
10636,ZCTA5 07950,107194.0,3625.0,556.0,1039.0,14664.0,65.0,34,07950
10637,ZCTA5 07960,102001.0,2007.0,3343.0,8033.0,36606.0,1766.0,34,07960
10638,ZCTA5 07961,-666666666.0,0.0,0.0,0.0,0.0,0.0,34,07961
10639,ZCTA5 07970,224063.0,19.0,0.0,74.0,186.0,0.0,34,07970
10640,ZCTA5 07974,143788.0,1469.0,64.0,782.0,10233.0,125.0,34,07974
10641,ZCTA5 07976,202614.0,0.0,0.0,45.0,599.0,0.0,34,07976
10642,ZCTA5 07979,173851.0,13.0,10.0,4.0,415.0,0.0,34,07979
10643,ZCTA5 07980,100650.0,432.0,0.0,526.0,1964.0,0.0,34,07980
10644,ZCTA5 07981,111809.0,1308.0,82.0,526.0,7768.0,11.0,34,07981
